candidate,capital_permission,evaluation_status,family,global_795_status,global_lockbox_lb_25bps,global_lockbox_lb_gross,global_registered_trials,global_validation_lb_25bps,global_validation_lb_gross,historical_support,is_placebo,is_placebo_or_interaction,ledger_id,live_decision_weight,lockbox_lb,lockbox_lb_25bps,lockbox_lb_gross,name,proof_ceiling,protocol_sha256,registered_trial_count_family,study,validation_lb,validation_lb_25bps,validation_lb_gross
NetDebtFinance,BLOCKED,DIRECTIONALLY_PERSISTENT_ONLY,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.0071125876839735706,-0.00461258768397357,795,-0.004203135925692027,-0.001703135925692028,False,,,OPENAP:NetDebtFinance,0.0,,-0.006473584917182287,-0.003973584917182286,Net debt financing,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.003513126218961439,-0.0010131262189614397
NetDebtPrice,BLOCKED,DIRECTIONALLY_PERSISTENT_ONLY,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.02228644279001956,-0.019786442790019558,795,-0.023513331082826855,-0.021013331082826856,False,,,OPENAP:NetDebtPrice,0.0,,-0.020476099512189913,-0.01797609951218991,Net debt to price,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.02150330223329602,-0.01900330223329602
NetEquityFinance,BLOCKED,DIRECTIONALLY_PERSISTENT_ONLY,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.009992803121666042,-0.0074928031216660446,795,-0.016728760048299172,-0.01422876004829917,False,,,OPENAP:NetEquityFinance,0.0,,-0.008323551602439217,-0.00582355160243922,Net equity financing,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.014748370402170521,-0.01224837040217052
NetPayoutYield,BLOCKED,DIRECTIONALLY_PERSISTENT_ONLY,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.008566416134689163,-0.006066416134689164,795,-0.00723431371192787,-0.0047343137119278695,False,,,OPENAP:NetPayoutYield,0.0,,-0.006544195884940485,-0.004044195884940486,Net Payout Yield,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.005849517349067853,-0.0033495173490678525
NumEarnIncrease,BLOCKED,DIRECTIONALLY_PERSISTENT_ONLY,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.009306787577407976,-0.0068067875774079755,795,-0.0053254101037940186,-0.002825410103794018,False,,,OPENAP:NumEarnIncrease,0.0,,-0.008410263605091636,-0.0059102636050916355,Earnings streak length,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.004836896915565945,-0.002336896915565945
OPLeverage,BLOCKED,FAILED_OR_UNIDENTIFIABLE,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.023879217663534007,-0.02137921766353401,795,-0.013572256611098643,-0.01107225661109864,False,,,OPENAP:OPLeverage,0.0,,-0.021977468178139267,-0.019477468178139272,Operating leverage,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.012692358766488988,-0.010192358766488985
OScore,BLOCKED,DIRECTIONALLY_PERSISTENT_ONLY,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.004110895893184524,-0.0016108958931845222,795,-0.042831140929432535,-0.04033114092943253,False,,,OPENAP:OScore,0.0,,-0.0028347494372598075,-0.00033474943725980526,O Score,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.038862511417096825,-0.03636251141709682
OperProf,BLOCKED,DIRECTIONALLY_PERSISTENT_ONLY,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.007930873537471227,-0.005430873537471228,795,-0.007451937145106351,-0.0049519371451063506,False,,,OPENAP:OperProf,0.0,,-0.0070823954397655955,-0.004582395439765597,operating profits / book equity,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.00650625982196106,-0.00400625982196106
OperProfRD,BLOCKED,FAILED_OR_UNIDENTIFIABLE,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.027715832589801426,-0.025215832589801434,795,-0.01897938670489693,-0.01647938670489693,False,,,OPENAP:OperProfRD,0.0,,-0.024709154074555352,-0.02220915407455536,Operating profitability R&D adjusted,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.016532058896093816,-0.014032058896093819
OptionVolume1,BLOCKED,FAILED_OR_UNIDENTIFIABLE,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.02114230318462474,-0.01864230318462474,795,-0.0071861046361159555,-0.004686104636115956,False,,,OPENAP:OptionVolume1,0.0,,-0.019512949753401964,-0.017012949753401965,Option to stock volume,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.006561515386352467,-0.004061515386352467
OptionVolume2,BLOCKED,FAILED_OR_UNIDENTIFIABLE,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.014141154441352981,-0.011641154441352981,795,-0.0067809290005286784,-0.004280929000528678,False,,,OPENAP:OptionVolume2,0.0,,-0.01336351890583461,-0.01086351890583461,Option volume to average,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.006487432878855882,-0.003987432878855881
OrderBacklog,BLOCKED,FAILED_OR_UNIDENTIFIABLE,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.01124074086352799,-0.008740740863527989,795,-0.023746503365197513,-0.021246503365197515,False,,,OPENAP:OrderBacklog,0.0,,-0.010543003690215658,-0.008043003690215657,Order backlog,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.02280025694107542,-0.02030025694107542
OrderBacklogChg,BLOCKED,FAILED_OR_UNIDENTIFIABLE,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.0047700745874987615,-0.002270074587498762,795,-0.01865706089870758,-0.016157060898707578,False,,,OPENAP:OrderBacklogChg,0.0,,-0.0037344183509327904,-0.0012344183509327908,Change in order backlog,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.017319873297708958,-0.014819873297708955
OrgCap,BLOCKED,DIRECTIONALLY_PERSISTENT_ONLY,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.018227549814343966,-0.015727549814343968,795,-0.007984287440770687,-0.005484287440770688,False,,,OPENAP:OrgCap,0.0,,-0.01668126764330637,-0.01418126764330637,Organizational capital,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.007349796424267978,-0.004849796424267978
PS,BLOCKED,DIRECTIONALLY_PERSISTENT_ONLY,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.018721762812541978,-0.016221762812541975,795,-0.05395586746898274,-0.05145586746898274,False,,,OPENAP:PS,0.0,,-0.016781710460198388,-0.014281710460198386,Piotroski F-score,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.04874271204394244,-0.04624271204394244
PatentsRD,BLOCKED,FAILED_OR_UNIDENTIFIABLE,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,,,795,-0.14308810902923605,-0.14058810902923605,False,,,OPENAP:PatentsRD,0.0,,,,Patents to RD expenses,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.13529604575952672,-0.13279604575952672
PayoutYield,BLOCKED,DIRECTIONALLY_PERSISTENT_ONLY,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.013358240074515918,-0.010858240074515918,795,-0.0236526145412183,-0.0211526145412183,False,,,OPENAP:PayoutYield,0.0,,-0.012198414351665021,-0.00969841435166502,Payout Yield,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.021682200948517496,-0.019182200948517494
PctAcc,BLOCKED,FAILED_OR_UNIDENTIFIABLE,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.008625671063241315,-0.006125671063241314,795,-0.008443103797344437,-0.005943103797344439,False,,,OPENAP:PctAcc,0.0,,-0.007926992938033367,-0.0054269929380333665,Percent Operating Accruals,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.007922347636529234,-0.005422347636529235
PctTotAcc,BLOCKED,DIRECTIONALLY_PERSISTENT_ONLY,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.007992095108937974,-0.0054920951089379765,795,-0.006413056135180773,-0.0039130561351807735,False,,,OPENAP:PctTotAcc,0.0,,-0.007097525105599888,-0.004597525105599889,Percent Total Accruals,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.005836672841355388,-0.0033366728413553887
PredictedFE,BLOCKED,FAILED_OR_UNIDENTIFIABLE,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.00971152251227583,-0.00721152251227583,795,-0.04189767758717142,-0.03939767758717143,False,,,OPENAP:PredictedFE,0.0,,-0.00908445355714011,-0.00658445355714011,Predicted Analyst forecast error,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.0384979456449157,-0.035997945644915715
Price,BLOCKED,DIRECTIONALLY_PERSISTENT_ONLY,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.015436643836290644,-0.012936643836290646,795,-0.006956701159090278,-0.004456701159090283,False,,,OPENAP:Price,0.0,,-0.01423836918759782,-0.011738369187597818,Price,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.004246781712246031,-0.0017467817122460358
PriceDelayRsq,BLOCKED,FAILED_OR_UNIDENTIFIABLE,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.017104108787375744,-0.014604108787375742,795,-0.020453423031258407,-0.01795342303125841,False,,,OPENAP:PriceDelayRsq,0.0,,-0.01609106171639121,-0.013591061716391212,Price delay r square,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.01903065771627343,-0.016530657716273427
PriceDelaySlope,BLOCKED,FAILED_OR_UNIDENTIFIABLE,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.011285136762781523,-0.008785136762781523,795,-0.016982570618115034,-0.014482570618115042,False,,,OPENAP:PriceDelaySlope,0.0,,-0.010657969728003348,-0.008157969728003348,Price delay coeff,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.01571721871047707,-0.01321721871047708
PriceDelayTstat,BLOCKED,FAILED_OR_UNIDENTIFIABLE,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.011087091307013176,-0.008587091307013175,795,-0.01696975273612891,-0.014469752736128905,False,,,OPENAP:PriceDelayTstat,0.0,,-0.010469745092674742,-0.007969745092674741,Price delay SE adjusted,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.015712050909923614,-0.013212050909923612
ProbInformedTrading,BLOCKED,FAILED_OR_UNIDENTIFIABLE,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.07265501688222638,-0.07015501688222638,795,-0.019000846175141542,-0.016500846175141536,False,,,OPENAP:ProbInformedTrading,0.0,,-0.06673707553302367,-0.06423707553302367,Probability of Informed Trading,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.016312655059416717,-0.013812655059416715
RD,BLOCKED,DIRECTIONALLY_PERSISTENT_ONLY,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.01613780086334236,-0.013637800863342361,795,-0.04205512319225912,-0.03955512319225912,False,,,OPENAP:RD,0.0,,-0.014893390235117729,-0.01239339023511773,R&D over market cap,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.03780603490706464,-0.035306034907064646
RDAbility,BLOCKED,FAILED_OR_UNIDENTIFIABLE,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.012509759448100923,-0.010009759448100924,795,-0.012201117742675365,-0.009701117742675364,False,,,OPENAP:RDAbility,0.0,,-0.011226734038613927,-0.008726734038613931,R&D ability,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.011391960500448866,-0.008891960500448865
RDIPO,BLOCKED,DIRECTIONALLY_PERSISTENT_ONLY,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.007162374438648406,-0.004662374438648408,795,-0.011750889264611038,-0.009250889264611038,False,,,OPENAP:RDIPO,0.0,,-0.006173149606602142,-0.003673149606602144,IPO and no R&D spending,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.01020433319706297,-0.007704333197062969
RDS,BLOCKED,FAILED_OR_UNIDENTIFIABLE,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.014573147982130757,-0.012073147982130758,795,-0.010956812233089794,-0.008456812233089793,False,,,OPENAP:RDS,0.0,,-0.013629228663108107,-0.011129228663108108,Real dirty surplus,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.010270076096764169,-0.00777007609676417
RDcap,BLOCKED,FAILED_OR_UNIDENTIFIABLE,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.02859830843656111,-0.026098308436561107,795,-0.02096475692819693,-0.018464756928196928,False,,,OPENAP:RDcap,0.0,,-0.026345511324533284,-0.023845511324533282,R&D capital-to-assets,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.01972085103088426,-0.017220851030884263
REV6,BLOCKED,DIRECTIONALLY_PERSISTENT_ONLY,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.004088090127859438,-0.001588090127859436,795,-0.010094856290403575,-0.007594856290403575,False,,,OPENAP:REV6,0.0,,-0.0034803481475275486,-0.0009803481475275464,Earnings forecast revisions,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.00888117690264474,-0.006381176902644739
RIO_Disp,BLOCKED,FAILED_OR_UNIDENTIFIABLE,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.004491585022238384,-0.0019915850222383836,795,-0.024097538688678262,-0.021597538688678263,False,,,OPENAP:RIO_Disp,0.0,,-0.003800472216685277,-0.001300472216685276,Inst Own and Forecast Dispersion,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.022318137712337677,-0.019818137712337675
RIO_MB,BLOCKED,FAILED_OR_UNIDENTIFIABLE,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.00924235495985272,-0.006742354959852719,795,-0.01590390669800583,-0.01340390669800583,False,,,OPENAP:RIO_MB,0.0,,-0.008536199294029814,-0.006036199294029813,Inst Own and Market to Book,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.014735405465927623,-0.012235405465927622
RIO_Turnover,BLOCKED,FAILED_OR_UNIDENTIFIABLE,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.0029530030081422326,-0.0004530030081422321,795,-0.027157959370283376,-0.024657959370283374,False,,,OPENAP:RIO_Turnover,0.0,,-0.0022926791898474266,0.00020732081015257392,Inst Own and Turnover,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.025259644731072745,-0.022759644731072743
RIO_Volatility,BLOCKED,FAILED_OR_UNIDENTIFIABLE,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.0003579736262799872,0.002142026373720015,795,-0.025431030367131992,-0.022931030367131993,False,,,OPENAP:RIO_Volatility,0.0,,0.0006508023278230281,0.0031508023278230303,Inst Own and Idio Vol,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.023645547574865255,-0.021145547574865257
RIVolSpread,BLOCKED,DIRECTIONALLY_PERSISTENT_ONLY,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.018125053299905148,-0.015625053299905146,795,-0.009954787682099071,-0.007454787682099067,False,,,OPENAP:RIVolSpread,0.0,,-0.016670849863850586,-0.014170849863850586,Realized minus Implied Vol,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.009055913664409034,-0.006555913664409028
RealizedVol,BLOCKED,FAILED_OR_UNIDENTIFIABLE,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.023475039767804465,-0.020975039767804463,795,-0.04536402029653968,-0.04286402029653968,False,,,OPENAP:RealizedVol,0.0,,-0.02170718269988845,-0.01920718269988845,Realized (Total) Volatility,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.04104266745449382,-0.03854266745449382
Recomm_ShortInterest,BLOCKED,DIRECTIONALLY_PERSISTENT_ONLY,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.02769379840044995,-0.025193798400449947,795,-0.007697188906737358,-0.005197188906737357,False,,,OPENAP:Recomm_ShortInterest,0.0,,-0.025164825168119916,-0.022664825168119913,Analyst Recommendations and Short-Interest,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.006702115045223209,-0.004202115045223208
ResidualMomentum,BLOCKED,FAILED_OR_UNIDENTIFIABLE,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.008260199004231044,-0.005760199004231045,795,-0.017457002270498928,-0.014957002270498926,False,,,OPENAP:ResidualMomentum,0.0,,-0.0072928438994185225,-0.004792843899418524,Momentum based on FF3 residuals,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.016139796789057716,-0.013639796789057714
ReturnSkew,BLOCKED,FAILED_OR_UNIDENTIFIABLE,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.003431272523597112,-0.0009312725235971148,795,-0.01178375271294374,-0.009283752712943742,False,,,OPENAP:ReturnSkew,0.0,,-0.0026739544517344624,-0.0001739544517344654,Return skewness,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.01091232310268006,-0.008412323102680062
ReturnSkew3F,BLOCKED,FAILED_OR_UNIDENTIFIABLE,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.0012310118579819769,0.001268988142018028,795,-0.009749454558247161,-0.007249454558247161,False,,,OPENAP:ReturnSkew3F,0.0,,-0.0005999126443354515,0.0019000873556645525,Idiosyncratic skewness (3F model),"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.009198770758690522,-0.00669877075869052
RevenueSurprise,BLOCKED,DIRECTIONALLY_PERSISTENT_ONLY,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.0059384184050038325,-0.003438418405003833,795,-0.012149529033505246,-0.009649529033505244,False,,,OPENAP:RevenueSurprise,0.0,,-0.005256770415079103,-0.0027567704150791034,Revenue Surprise,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.0110487305711462,-0.008548730571146197
RoE,BLOCKED,DIRECTIONALLY_PERSISTENT_ONLY,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.005591319719540234,-0.0030913197195402355,795,-0.03219378749564536,-0.029693787495645364,False,,,OPENAP:RoE,0.0,,-0.005015992128994151,-0.0025159921289941525,net income / book equity,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.029179271313871387,-0.02667927131387139
SP,BLOCKED,DIRECTIONALLY_PERSISTENT_ONLY,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.005948801908065488,-0.0034488019080654905,795,-0.043354107378060745,-0.04085410737806074,False,,,OPENAP:SP,0.0,,-0.004780351163441704,-0.0022803511634417063,Sales-to-price,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,-0.039520432218854144,-0.03702043221885414
STreversal,BLOCKED,DIRECTIONALLY_PERSISTENT_ONLY,openap_predictor,DOES_NOT_SURVIVE_GLOBAL_795,-0.004539407285403838,-0.002039407285403836,795,0.011428250668054155,0.013928250668054164,False,,,OPENAP:STreversal,0.0,,-0.0032643910044620472,-0.000764391004462045,Short term reversal,"Maintained aggregate long-short return persistence only; requires fresh stock-level point-in-time replication, actual turnover/cost/borrow/capacity and untouched prospective evidence.",b8317a649c9aadf35f639eb91262f1abdf064c785f943c027d1070d186e77105,212,V58_OPENAP_212_POSTSAMPLE,,0.013401879232202398,0.015901879232202407
